"Service name","Type of establishment","Services provided","Address line 1","Address line 2",Postcode,"Last inspection date",Telephone,Sector
"Wylcwm Street Surgery","GP Surgeries","GP services","Wylcwm Street",Knighton,"LD7 1AD",29/05/2026,"'01547 528523",NHS
"Wyndham House Dental Practice","Dental Practices",Dental,"Boverton Road","Llantwit Major","CF61 1XZ",30/06/2023,"'01446 795240","NHS, Private/Independent"
"Xeon Smiles UK Ltd","Dental Practices",Dental,"Dental Surgery",Newport,"NP20 3GY",,"'01633 267308",NHS
"Bupa Dental Care – Tredegar","Dental Practices",Dental,"Unit 21, Gwent Shopping Centre",Tredegar,"NP22 3EJ",05/02/2020,"'01495 725229","NHS, Private/Independent"
"Ynysangharad Surgery","GP Surgeries","GP services","70 Ynysangharad Road",Pontypridd,"CF37 4DA",,"'01443 480521",NHS
"Ynyshir Medical Centre","GP Surgeries","GP services","Ynyshir Road Ynyshir",Porth,"CF39 0EN",,"'01443 682249",NHS
"Eglwysbach Medical Practice","GP Surgeries","GP services","The Square, Robert Street Ynysybwl",Pontypridd,"CF37 3DU",23/05/2022,"'01443 790360",NHS
"Yr Hen Orsaf Dental Practice","Dental Practices",Dental,Bethesda,Gwynedd,"LL57 3NE",01/05/2018,"'01248 603115",NHS
"Ysbyty Alltwen",Hospitals,,Tremadog,Gwynedd,"LL49 9AQ",01/08/2019,"'01766 510010",NHS
"Ysbyty Aneurin Bevan",Hospitals,,"Festival Drive","Ebbw Vale","NP23 6GL",17/01/2025,"'01495 363636",NHS
"Ysbyty Cwm Cynon",Hospitals,,"New Road","Mountain Ash","CF45 4BZ",01/05/2025,"'01685 721721",NHS
"Ysbyty Cwm Rhondda",Hospitals,,"Partridge Road",Tonypandy,"CF40 2LX",12/07/2024,"'01443 430022",NHS
"Ysbyty George Thomas",Hospitals,,"Cwmparc Road Ystrad Fechan",Treorchy,"CF42 6YG",,"'01443 430022",NHS
"Ysbyty Gwynedd",Hospitals,"Maternity, Paediatric, Mental Health, Ionising radiation (e.g. Radiotherapy), A&E",Penrhosgarnedd,Bangor,"LL57 2PW",29/06/2026,"'01248 384384",NHS
"Ysbyty Penrhos Stanley",Hospitals,,"Penrhos Beach Road",Holyhead,"LL65 2QA",29/06/2017,"'01407 766000",NHS
"Ysbyty Ystrad Fawr",Hospitals,"Maternity, Mental Health","Ystrad Fawr Way","Ystrad Mynach","CF82 7GP",19/09/2025,"'01443 802200",NHS
"Ysbyty'r Tri Chwm",Hospitals,"Mental Health","College Road, Ebbw Vale","Blaenau Gwent","NP23 6GT",10/11/2023,"'01495 353200",NHS
"Ystalyfera Surgery","GP Surgeries","GP services","52 Gurnos Road",Ystalyfera,SA92HY,,"'01639 844738",NHS
"Ystalyfera Surgery","GP Surgeries","GP services","Wern Road",Swansea,"SA9 2LX",,,NHS
"Ystrad Mynach Health & Education Centre","GP Surgeries","GP services","16 Bedwlwyn Road","Ystrad Mynach","CF82 7AD",,"'01443 812979",NHS
"Ystradgynlais Community Hospital",Hospitals,"Mental Health","Glanrhyd Road",Ystradgynlais,"SA9 1AU",15/01/2026,"'01639 844777",NHS
"Ystradgynlais Dental Practice","Dental Practices",Dental,"17 Commercial Street",Ystradgynlais,"SA9 1HD",16/06/2021,"'01639 843423","NHS, Private/Independent"
"Ystwyth Primary Care Centre","GP Surgeries","GP services","Parc Y Llyn Llanbadarn Fawr",Aberystwyth,"SY23 3TL",14/03/2022,"'01970 613500",NHS
"Neath South Community Mental Health Team",Clinics,"Mental Health","Forge Road","Port Talbot","SA13 1PN",21/06/2019,"'01639 888000",NHS
"Welshpool Medical Centre","GP Surgeries","GP services","Salop Road",Welshpool,"SY21 7ER",20/05/2019,"'01938 553118",NHS
"Park Place Dental Practice","Dental Practices",Dental,"Park Place",Cardiff,"CF10 3DP",02/08/2019,"'02920 373831",Private/Independent
"Brynteg Dental Practice - Tenby","Dental Practices",Dental,"Gas Lane",Tenby,"SA70 8AG",22/08/2019,"'01834 844681",
"Wellwood Dentistry & Aesthetics","Dental Practices",Dental,"5 Cornerswell Road",Penarth,"CF64 2UW",04/09/2019,"'02922 404080",Private/Independent
"Dunes Dental Care","Dental Practices",Dental,"Silver Ave","Port Talbot","SA12 7RX",21/02/2023,"'01639 323232","NHS, Private/Independent"
"Bro Myrddin",Clinics,"Learning Disability",,Carmarthen,"SA31 3HF",03/07/2019,,NHS
"Abergele Dental Surgery","Dental Practices",Dental,"Groes Lwyd",Conwy,"LL22 7TA",18/02/2022,"'01745 832279","NHS, Private/Independent"
"Royal Alexandra Hospital",Hospitals,"Dental, Mental Health, Ionising radiation (e.g. Radiotherapy)","Marine Drive",Rhyl,"LL18 3AS",,"'01745 443000",NHS
"Talking Teeth Chester Street","Dental Practices",Dental,"47 Chester Street",Wrexham,"LL13 8BA",05/03/2019,"'01978 312777","NHS, Private/Independent"
"Whitcombe Dental Centre","Dental Practices",Dental,"19 Whitcombe Street",Aberdare,"CF44 7AU",16/05/2022,"'01685 872124","NHS, Private/Independent"
"Forest Dental Surgery","Dental Practices",Dental,"Bryn Road, Cefn Fforest",Blackwood,"NP12 3NA",28/04/2020,"'01443 807845","NHS, Private/Independent"
"Gorwelion Resource Centre",Clinics,"Mental Health","Llanbadarn Road",Aberystwyth,"SY23 1HB",22/02/2019,"'01970 615448",NHS
"Keir Hardie University Health Park","GP Surgeries","GP services, Dental, Mental Health","Aberdare Rd","Merthyr Tydfil","CF48 1BZ",15/07/2019,"'01685 721721",NHS
"MyDentist – Prestatyn","Dental Practices",Dental,"37 High Street",Prestatyn,"LL19 9AH",14/05/2024,"'01745 853817","NHS, Private/Independent"
"North Cardiff Dental and Implants (Cloves Dental Care)","Dental Practices",Dental,"165 Pantbach Road, Rhiwbina",Cardiff,"CF14 1TZ",24/05/2021,"'02922 679999",Private/Independent
"Wales Laser Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","23 Charles Street",Newport,"NP20 1JT",26/07/2022,"'01633 214674",Private/Independent
"War Memorial Health Centre","GP Surgeries","GP services","Beaufort Street",Crickhowell,NP81AG,23/06/2021,"'01873 810255",NHS
"Lotus Dental Studio","Dental Practices",Dental,"13 Llwynhendy Road",Llanelli,"SA14 9DP",22/02/2018,"'01554 774509","NHS, Private/Independent"
"The Water Street Dental Practice","Dental Practices",Dental,"13 Water Street",Carmarthen,"SA31 1PY",09/11/2021,"'01267 234941","NHS, Private/Independent"
"Waterfront Dental Surgery","Dental Practices",Dental,"Heol y Llongau",Barry,"CF63 4AR",12/12/2017,"'01446 721777",Private/Independent
"Waterfront Surgery","GP Surgeries","GP services","The Waterfront Medical Centre Heol Y Llongau",Barry,"CF63 4AR",,"'01446 734131",NHS
"Waunfawr Surgery","GP Surgeries","GP services","Liverpool House",Gwynedd,"LL55 4YY",,"'01286 650223",NHS
"Wellspring Medical Centre","GP Surgeries","GP services","Park Road",Risca,"NP11 6BJ",13/09/2021,"'01633 612438",NHS
"Welsh Institute of Chiropractic Clinic",Clinics,,"The Sidings, Treforest",Pontypridd,"CF37 1DL",14/07/2023,"'01443 483555",Private/Independent
"Werndale Hospital",Hospitals,,Bancyfelin,Carmarthen,"SA33 5NE",24/10/2024,"'01267 225600",Private/Independent
"West Coast Dental","Dental Practices",Dental,"326 Swansea Rd, Waunarlwydd",Swansea,"SA5 4SQ",15/04/2026,"'01792 873483",Private/Independent
"West Cross Dental Practice","Dental Practices",Dental,"54c Mulberry Avenue West Cross",Swansea,SA35HA,22/11/2021,"'01792 404405",NHS
"West Cross Medical Centre","GP Surgeries","GP services","82 West Cross Lane",Swansea,SA35NG,,"'01793 404157",NHS
"West End  Dental Surgery","Dental Practices",Dental,"53 High Street",Anglesey,"LL77 7NA",24/07/2024,"'01248 722365","NHS, Private/Independent"
"West End Dental (Colwyn Bay)","Dental Practices",Dental,"104 Conway Rd",Conwy,"LL29 7LL",21/12/2017,"'01492 532168",Private/Independent
"West End Dental Group","Dental Practices",Dental,"15 Snowdon Street",Porthmadog,"LL49 9BT",01/05/2024,"'01766 515151",Private/Independent
"West Quay Dental Practice","Dental Practices",Dental,"Hood Road",Barry,"CF62 5QN",12/03/2018,"'01446 734640",Private/Independent
"West Shore Surgery","GP Surgeries","GP services","9 Bryniau Road",Conwy,"LL30 2BL",,"'01492 872915",NHS
"West Street Dental Practice","Dental Practices",Dental,"23 West Street",Fishguard,"SA65 9AL",30/06/2017,"'01348 873370","NHS, Private/Independent"
"West Wales Dental Implant Centre","Dental Practices",Dental,"10 Water Street",Carmarthen,"SA31 1PY",13/10/2016,"'01267 221 112",Private/Independent
"Western Vale Family Practice","GP Surgeries","GP services","Cowbridge Health Centre The Broad Shoard",Cowbridge,"CF71 7DA",19/08/2021,"'01446 772383",NHS
"Westfield Surgery","GP Surgeries","GP services","81 Vale Road",Denbighshire,"LL18 2PF",,"'01745 353997",NHS
Westway,"GP Surgeries","GP services","1 Wilson Road Ely Cardiff",Ely,CF54LJ,,"'029 2059 2351",NHS
"WF Dental Hygiene","Dental Practices",Dental,"The Clinic Canton, 220 Cowbridge Road East",Canton,"CF5 1GY",,"'02921 158543",Private/Independent
"Whitchurch Hospital",Hospitals,"Mental Health",Whitchurch,Cardiff,"CF14 7XB",,"'029 2069 3191",NHS
"The Langley Spa",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","173 Conway Road","Llandudno Junction, Conwy","LL31 9EG",27/06/2025,"'01492 596858",Private/Independent
"Bridgend Dental Surgery","Dental Practices",Dental,"Unit 9A, Bank Buildings, Bridgend Industrial Estate",Bridgend,"CF31 3SB",24/12/2019,"'01656 856292",Private/Independent
"Deintyddfa Hapus Dental Practice","Dental Practices",Dental,"11 Bridge Street, Troedyrhiw","Merthyr Tydfil","CF48 4JX",25/02/2026,"'01443 692080","NHS, Private/Independent"
"BEAM Denti Spa","Dental Practices",Dental,"5a St Mary’s Arcade, Nelson Street","Chepstow, Gwent","NP16 5EU",30/09/2022,"'01291 628008",Private/Independent
"Bupa Dental Care – Canton","Dental Practices",Dental,"68a Cowbridge Road East",Canton,"CF11 9DN",03/12/2019,"'02920 374009",Private/Independent
"Bupa Dental Care – Penarth","Dental Practices",Dental,"25 Hickman Road",Penarth,"CF64 2AJ",,"'02920 708317",Private/Independent
"Sugar Box Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","35 Commercial Street",Risca,"NP11 6AW",30/12/2025,"'01633 462083",Private/Independent
"Quayside Orthodontics (Carmarthen)","Dental Practices",Dental,"1st Floor, The MacGregor Office Suite","The Quay, Carmarthen","SA31 3LN",12/02/2020,"'01267 606570",Private/Independent
"Deintyddfa Glandŵr – Pwllheli","Dental Practices",Dental,"7 Y Maes, Cei'r Gogledd",Pwllheli,"LL53 5HA",18/02/2026,"'01758 614700",
SkinDeep,Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Rhoshendre, Waunfawr",Aberystwyth,"SY23 3QH",20/08/2025,,Private/Independent
"Brecon Road Dental Practice","Dental Practices",Dental,"34 Brecon Road",Abergavenny,"NP7 5UG",17/12/2019,"'01873 856111","NHS, Private/Independent"
"The Face Space (de-registered 18/07/2025)","Dental Practices",Dental,"70 Monnow Street",Abergavenny,"NP25 3EN",,"'01600 732399",Private/Independent
"Peppermint Clinic",Clinics,"GP services, Laser - non-surgical (e.g. hair or tattoo removal)",Blackwood,,"NP12 1AL",,,Private/Independent
"Years Younger Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Pontardawe,Swansea,"SA8 4HU",,,Private/Independent
"Neurolink Health Group",Clinics,,"Fortran Road","St Mellons","CF3 0LT",,,Private/Independent
"The Private Clinic Swansea",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Swansea,,"SA2 0RN",15/05/2026,,Private/Independent
"Dewi Sant Dental","Dental Practices",Dental,"Parc Dewis Sant","Jobswell Road","SA31 3HB",,,"NHS, Private/Independent"
"West End Health","GP Surgeries","GP services","104 Conway Road","Colwyn Bay","LL29 7LL",,,Private/Independent
"Gwaelod-y-Garth Dental","Dental Practices",Dental,"River House",Gwaelod-y-Garth,"CF15 9SS",,,"NHS, Private/Independent"
"The Allergy Doctors",Clinics,,Llanfilo,Brecon,"LD3 0RE",,,Private/Independent
"The Clear Skin Dermatology Treatment Clinic",Clinics,"Aesthetic Treatments, Dermatology Treatments, Mental Health","870 Newport Road",Cardiff,"CF3 4LJ",,,Private/Independent
"MyDentist City Link Retail Park","Dental Practices",Dental,"City Link Retail Park",Cardiff,"CF24 1AN",,,Private/Independent
"Dr Aran’s Private GP Clinic",Clinics,"GP services","219-221 City Road",Cardiff,"CF24 3JD",,,Private/Independent
"Anja Gosha",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","3rd Floor","Cambrian Building","CF10 5FL",,,Private/Independent
"Get A Drip Cardiff North","Medical agencies (with no physical premises)",,"Brigantine Place",Cardiff,"CF10 4BY",,,Private/Independent
"TT Medical Clinic",Clinics,,Maesteg,,"CF34 0AB",,,Private/Independent
"Cwtch Dental Care","Dental Practices",Dental,"Village Way",Cardiff,"CF15 7NE",22/10/2025,,"NHS, Private/Independent"
"Gower Skin Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Kittle,Swansea,"SA3 3JG",,,Private/Independent
"Meddygfa Glandwr (Anglesey)",Clinics,,"Cemaes Bay",Anglesey,"LL67 0NF",,,Private/Independent
"Bridge House Clinic",Clinics,,"Station Road",Rossett,"LL12 0HE",,,Private/Independent
"Ruby Tuesday’s Beauty Bar",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","High Street","St Asaph","LL17 0RF",,,Private/Independent
"Skin22 Skin & Wellness Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Rhewl,Ruthin,"LL5 1TF",,,Private/Independent
"The Nook Dental Practice","Dental Practices",Dental,"High Street",Bagillt,"CH6 6ED",,,Private/Independent
"Carmarthen Dental Centre","Dental Practices",Dental,Carmarthen,,"SA31 1PZ",05/11/2025,,Private/Independent
"JL Pellis Minor Surgery Services",Clinics,"Cosmetic Surgery","Bishop Street",Cardiff,"CF11 6PG",,,Private/Independent
"Empower All Training","Medical agencies (with no physical premises)",,Sully,"Vale of Glamorgan","CF64 5SN",,,Private/Independent
"Sara Duane Permanent Cosmetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Treowen House","Llanover Business Centre","NP7 9HA",,,Private/Independent
Cliniq,Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","The Row","St Asaph","LL17 0NA",,,Private/Independent
"Dental Lounge Cardiff","Dental Practices",Dental,Llandaff,Cardiff,"CF5 2DT",,,Private/Independent
"Vale Eye Surgeons",Hospitals,"Laser - surgical (e.g. laser eye surgery)","Woodsy Court","Cardiff Gate Business Park","CF23 8RW",,,Private/Independent
"Cardiff Lifestyle Medicine",Clinics,"GP services",Llanishen,Cardiff,"CF14 9LA",,,Private/Independent
"Lisa Pugh",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Llanllyfni,Caernarfon,"LL54 6SR",,,
"Rewind Time Aesthetics Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","High Street",Glynneath,"SA11 5AW",,,Private/Independent
"Anvaya Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Glanfa Surgery Treatment Rooms","Orme Road","LL57 1AY",,,Private/Independent
"Nude Skin and Laser Clinic",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","32 Ffordd Picton Turberville",Sketty,"SA2 7RG",,,Private/Independent
"SYNLAB Laboratories",Clinics,,"Gavenny Court",Abergavenny,"NP7 7RX",,,Private/Independent
"Ringland Dental Centre","Dental Practices",Dental,"19 Hills Health and Wellbeing Centre","Ringland Circle","NP19 9PS",,,"NHS, Private/Independent"
"Criccieth Health Centre","GP Surgeries","GP services","Pwllheli Road",Criccieth,"LL52 0RR",15/10/2025,,NHS
"North Wales Eye Specialist Centre",Clinics,"Laser - surgical (e.g. laser eye surgery)","Caernarfon Road",Bangor,"LL57 4SG",,,Private/Independent
"Richmond House Clinic",Clinics,"Cosmetic Surgery, Laser - non-surgical (e.g. hair or tattoo removal)","3 Herbert Terrace",Penarth,"CF64 2AH",,,Private/Independent
"Kay Evans Advanced Skin Treatments",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Heol Ysgol Aberpwll","Y Felinheli","LL56 4JS",,,Private/Independent
"Tywi Health",Clinics,"GP services","Station Road",Nantgaredig,"SA32 7LG",,,NHS
"North Wales Eye Correction Centre",Clinics,"Laser - surgical (e.g. laser eye surgery)","3 Waterloo Street",Bangor,"LL57 1DS",,,Private/Independent
"Rhyl Smiles","Dental Practices",Dental,"8 Kinmel Street",Rhyl,"LL18 1AL",,,Private/Independent
"Johnnstown Health Centre",Clinics,,"24 High Street",Wrexham,"LL14 2SN",,,Private/Independent
"Dysynni Dental Clinic","Dental Practices",Dental,"Tyddyn Du","4 High Street","LL36 9AD",,,Private/Independent
"Rays Laser Studio",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Wick Road","Vale of Glamorgan","CF35 5BL",,,Private/Independent
"London Women’s Clinic (Swansea)",Clinics,IVF,"Kins Road",Swansea,"SA1 8AS",,,Private/Independent
"Cryo Skin and Bone",Clinics,"Dermatology Treatments","Brynmawr Avenue",Ammanford,"SA18 2DA",,,Private/Independent
"Fadeaway Tattoo Removal",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Ammanford,,"SA18 3EB",,,Private/Independent
"Llan Healthcare (Llanedeyrn)","GP Surgeries","GP services",Llanedeyrn,Cardiff,"CF23 9PN",,,NHS
"Tywi Dental Practice","Dental Practices",Dental,"22 Crescent Road",Llandeilo,"SA19 6HN",,"'01558 824604",
"Meddygfa Glandwr","GP Surgeries","GP services",Penrhyndeudraeth,,"LL48 6AB",,,Private/Independent
"Simply Meds Direct",Clinics,,"5-6 Gorseinon Shopping Park",Swansea,"SA4 4DJ",,,Private/Independent
"Hexagon Health Ltd",Clinics,"GP services","Sophia House","28 Cathedral Road","CF11 9LJ",,,Private/Independent
"RS Beauty and Laser - Skin Aesthetics",Hospitals,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)","20 Pen y Bryn",Wrexham,"LL13 7HY",,,Private/Independent
"Seren Gobaith",Hospitals,"Mental Health","64 Brighton Road",Rhyl,"LL18 3HN",04/06/2026,"'01745 777979",Private/Independent
"Illuminate (de-registered 01/01/2026)",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","13 Clarendon Road",Penylan,"CF23 9JD",,,Private/Independent
"Tara Davies Skin and Beauty Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Tavernspite,Whitland,"SA34 0NL",,,Private/Independent
"Chumroo Dermatology Care",Clinics,"Dermatology Treatments","84 St Teilo Street",Pontardulais,"SA4 8ST",,,Private/Independent
"Premier Veins Cardiff",Clinics,,"Oaktree House, Oaktree Court","Malthouse Ave","CF23 8RS",,,Private/Independent
"YouCan Clinic",Clinics,,"Heath Park",Cardiff,"CF14 4UJ",,,Private/Independent
"Pro-Juvenate Aesthetics",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","G1 Ty Menter / Venture House","Navigation Park","CF45 4SN",,,Private/Independent
"MAEH Dental","Dental Practices",Dental,"Unit 5440","North Wales Business Park","LL22 8LJ",,,Private/Independent
"Luna Dental","Dental Practices",Dental,"St David’s Shopping Centre","36 Queen Street","CF10 2RG",,,Private/Independent
"Mavis Beauty",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","20A Bridge Street",Carmarthen,"SA31 3JS",,,Private/Independent
"NAS Medical","Medical agencies (with no physical premises)",,"Court House","Court Road","CF31 1BE",,,
"Meddygfa Glandwr",Clinics,,"Glanhwfa Road",Llangefni,"LL77 7EN",,,Private/Independent
"Derma Aesthetics",Clinics,"Aesthetic Treatments, Laser - non-surgical (e.g. hair or tattoo removal)",Magor,Monmouthshire,"NP26 3GF",,,Private/Independent
"MP Elegant Beauty",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","94 Dunraven Street",Tonypandy,"CF40 1AP",,,Private/Independent
"Deintyddfa Glandwr","Dental Practices",Dental,"Glanhwfa Road",Llangefni,"LL77 7EN",,,Private/Independent
"Alyn Dental","Dental Practices",Dental,"25 Chester Street",Mold,"CH7 1EG",,,Private/Independent
"Ros Medics",Clinics,"Aesthetic Treatments, Dermatology Treatments","(rear of) 38 Cathedral Road",Cardiff,"CF11 9LL",,,Private/Independent
"Take Back the Tatt",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Water Street Business Centre","Port Talbot","SA12 6LF",,,Private/Independent
"Isca Dental","Dental Practices",Dental,"High Street",Caerleon,"NP18 1AZ",,,Private/Independent
"Noa Clinic","Dental Practices",Dental,"93 Station Road",Cardiff,"CF14 2FD",,,Private/Independent
"Love Beauty Retreat",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Malpas,Newport,"NP20 6LA",,,Private/Independent
Exuvia,Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Bryn y Baal",Mold,"CH7 6NE",,,Private/Independent
"Noa Clinic",Clinics,"Aesthetic Treatments, GP services, Laser - non-surgical (e.g. hair or tattoo removal)","93 Station Road",Cardiff,"CF14 2FD",,,Private/Independent
"Arista Medical",Clinics,,"Seren Building","62 Alexandra Way","SA1 5BD",,,Private/Independent
"Choice Psychiatrist",Clinics,"Mental Health","14 Museum Place",Cardiff,"CF10 3BH",,,Private/Independent
"Parklands Dental Practice","Dental Practices",Dental,"7 Priory Street",Monmouth,"NP25 3BR",,"'01600 716 633",Private/Independent
"The North Wales Dental Hub","Dental Practices",Dental,"Connah’s Quay",,"CH5 4DF",,,"NHS, Private/Independent"
"Laser Sunday",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","245A Victoria Road",Prestatyn,"LL19 7UT",,,Private/Independent
"Vale Laser Skin Ltd",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Unit 2 Limetree Court","Mulberry Drive","CF23 8AB",17/06/2026,,Private/Independent
"Tru Derma Laser Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Mount Stuart Square",Cardiff,"CF10 5FQ",,,Private/Independent
"Blackberry Clinic Cardiff",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Fairway House","St Mellons","CF3 0LW",,,Private/Independent
"Sports Medicine West Wales",Clinics,,Whitemill,Carmarthenshire,"SA32 7HA",,,Private/Independent
"Dolly Rocks Beauty & Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Gorseinon,Swansea,"SA4 4AA",,,Private/Independent
"Kratos Medical",Clinics,,"Dunleavy Drive",Cardiff,"CF11 0BA",,,Private/Independent
"Urban Beauty and Aesthetics",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)",Bridgend,,"CF31 1JD",,,Private/Independent
"Dental Clinic Llandrindod","Dental Practices",Dental,"Middleton Street","Llandrindod Wells","LD1 5DG",,,Private/Independent
"Seren Dental","Dental Practices",Dental,"40 Wellfield Road",Cardiff,"CF24 3YR",,,Private/Independent
"Gresford Skin and Laser Clinic",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","High Street",Gresford,"LL12 8PT",,,Private/Independent
"Thryve Clinic",Clinics,"Aesthetic Treatments, Dermatology Treatments, GP services","66 Eastgate",Cowbridge,"CF71 7AB",,,Private/Independent
"Laserase Wales",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Incline Top","Merthyr Tydfil","CF47 0GB",,,Private/Independent
"ICM Private GP",Clinics,"GP services","Fidlas Road",Cardiff,"CF14 5LZ",,,Private/Independent
"Amatsu Clinic",Clinics,,"Hatherleigh Place",Abergavenny,"NP7 7RL",,,Private/Independent
"Cardiff Ultrasound Clinic",Clinics,"Maternity, Paediatric","38 Cathedral Road",Pontcanna,"CF11 9LL",,,Private/Independent
"Miracle Laser",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Newport,,"NP20 5PA",,,Private/Independent
"The Laser and Aesthetics Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Pontypridd,,"CF37 4PD",,,Private/Independent
"Thérapie Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Cardiff,,"CF10 2GF",,,Private/Independent
"Pure Beauty by Maria",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Fishguard,Pembrokeshire,"SA65 9DD",,,Private/Independent
"Aesthetics by Eleanor",Clinics,,"Cwmdu Industrial Estate",Swansea,"SA5 8JF",,,Private/Independent
"Bank Beauty",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Hawarden,,"CH5 2DE",,,Private/Independent
"Optimax - Cardiff",Hospitals,"Laser - surgical (e.g. laser eye surgery)",Kingsway,Cardiff,"CF10 3FD",,,Private/Independent
"Pera Hair & Laser Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)","Nicholl Street",Swansea,"SA1 4DQ",,,Private/Independent
"The Freedom Clinic","Medical agencies (with no physical premises)",,Thornhill,Cardiff,"CF14 9FP",,,Private/Independent
"The Independent General Practice - Newport",Clinics,,"Harding Avenue",Malpas,"NP20 6ZE",,,Private/Independent
"Hafan Medical","Medical agencies (with no physical premises)","GP services","Williams Place","Upper Boat","CF37 5BH",,,Private/Independent
"Laser Thairapy",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","22-24 James Street",Cardiff,"CF10 5EX",,,Private/Independent
"BUPA The Parade Specialist Dental Centre","Dental Practices",Dental,"23 The Parade",Roath,"CF24 3AB",,,Private/Independent
"Carmarthen Surgery","GP Surgeries","GP services","1 Dan-y-Banc","Old Station Road","SA31 1JN",,,NHS
"East Street Dental Centre","Dental Practices",Dental,"4a Barons Close House","East Street","CF61 1XY",,,"NHS, Private/Independent"
"St Clears Dental Studio","Dental Practices",Dental,"Pentre Road","St Clears","SA33 4AA",,,Private/Independent
"The 247 Dentist","Dental Practices",Dental,"102 Cathedral Road",Cardiff,"CF11 9LP",,,Private/Independent
"Kratos Medical Limited",Clinics,,"Trident Business Park","Glass Avenue","CF24 5EN",,,Private/Independent
"The Laser Beauty & Therapy Centre",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","Telford Road, Menai Bridge",Anglesey,"LL59 5DR",30/12/2025,,Private/Independent
"The Ink Room Laser",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","4 Dunraven Street",Tonypandy,"CF40 1QE",,,Private/Independent
"SC Skin Care Limited",Clinics,"Laser - non-surgical (e.g. hair or tattoo removal)","60a Cartlett",Haverfordwest,"SA62 2LH",03/12/2024,"'01437 779999",Private/Independent
"Blackberry Clinic Limited (de-registered 1/04/2026)",Clinics,,"Unit 6, Ash Tree Court,","Cardiff Gate Business Park","CF23 8RW",,,Private/Independent
"Redwood Suite – Rhymney Integrated Health & Social Care Centre",Clinics,,"Lawn Industrial Estate",Rhymney,"NP22 5PW",14/10/2020,,NHS
"The NEAT Clinic",Hospitals,"Laser - non-surgical (e.g. hair or tattoo removal)",Gowerton,Swansea,"SA4 3BN",28/11/2025,,Private/Independent
"Resilience Health","Medical agencies (with no physical premises)",,"Celtic House, Caxton Place",Cardiff,"CF23 8HA",26/06/2024,,Private/Independent
"BPAS Llandudno",Clinics,"Termination of Pregnancy","The Orme Unit, Llandudno General Hospital, Hospital Road",Llandudno,"LL30 1LB",06/02/2026,,Private/Independent
"Willows Dental Practice","Dental Practices",Dental,"2-3 Craddock Street",Swansea,"SA1 3EN",20/09/2022,,Private/Independent
"Jamil Dental","Dental Practices",Dental,"56 High Street, Hirwaun",Aberdare,"CF44 9SW",07/08/2025,,Private/Independent
