company_name,company_number,registered_office_address,postcode,phone,website,sic_codes,company_status,date_of_creation,director_names,director_roles,officer_count,crm_detected,crm_confidence,crm_evidence,blast_segment,wisecall_tier,corporate_group,corporate_group_name,area,source,notes,email,branch_id,profile_url,rightmove_company_id
Knightons Estate Agents,,"155 Queens Road,, 
Buckhurst Hill,, 
IG9 5AZ",IG9 5AZ,020 3840 3434,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Buckhurst Hill,Rightmove Essex directory,branch_id:13051; profile:https://www.rightmove.co.uk/estate-agents/agent/Knightons-Estate-Agents/Buckhurst-Hill-13051.html; sales:Yes; lettings:Yes; phones:020 3834 8540; 020 3840 3434,,13051,https://www.rightmove.co.uk/estate-agents/agent/Knightons-Estate-Agents/Buckhurst-Hill-13051.html,4759
Kwester,,"6 Nelson Street,, 
Southend-On-Sea,, 
SS1 1EF",SS1 1EF,01702 655122,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend,Rightmove Essex directory,branch_id:296438; profile:https://www.rightmove.co.uk/estate-agents/agent/Kwester/Southend-296438.html; sales:No; lettings:Yes; phones:01702 655122,,296438,https://www.rightmove.co.uk/estate-agents/agent/Kwester/Southend-296438.html,97322
L&Q,,"Easterling Mansions Fielders Crescent,, 
Barking,, 
IG11 0ZQ",IG11 0ZQ,020 8264 1737,https://lqhomes.com/renting-with-lq/london-living-rent/,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Barking Riverside,Rightmove Essex directory,branch_id:293336; profile:https://www.rightmove.co.uk/estate-agents/agent/LQ/Barking-Riverside-293336.html; sales:No; lettings:Yes; phones:020 8264 1737,,293336,https://www.rightmove.co.uk/estate-agents/agent/LQ/Barking-Riverside-293336.html,99290
LAMB & CO PROPERTY LTD,,"Unit 2, , 
Crusader Business Park, , 
Stephenson Road West, , 
Clacton-on-Sea, Essex, , 
CO15 4TN",CO15 4TN,01255 446066,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:267131; profile:https://www.rightmove.co.uk/estate-agents/agent/LAMB-and-CO-PROPERTY-LTD/Essex-267131.html; sales:Yes; lettings:Yes; phones:01255 444278; 01255 446066,,267131,https://www.rightmove.co.uk/estate-agents/agent/LAMB-and-CO-PROPERTY-LTD/Essex-267131.html,83810
LAND COMMERCIAL,,"1 Fullers Parade, 
Fullers Road,, 
London,, 
E18 2BF",E18 2BF,020 8036 3930,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:295064; profile:https://www.rightmove.co.uk/estate-agents/agent/LAND-COMMERCIAL/London-295064.html; sales:Yes; lettings:Yes; phones:020 8036 3930; 020 8187 1382,,295064,https://www.rightmove.co.uk/estate-agents/agent/LAND-COMMERCIAL/London-295064.html,96626
LASTRA Property Group,,Covering London,,020 8138 0524,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Covering London,Rightmove Essex directory,branch_id:258863; profile:https://www.rightmove.co.uk/estate-agents/agent/LASTRA-Property-Group/Covering-London-258863.html; sales:Yes; lettings:Yes; phones:020 8050 7271; 020 8138 0524,,258863,https://www.rightmove.co.uk/estate-agents/agent/LASTRA-Property-Group/Covering-London-258863.html,80384
Lamb & Co,,"Unit 2,, 
Crusader Business Park,, 
Stephenson Road West,, 
Clacton-On-Sea,, 
CO15 4TN",CO15 4TN,01255 422240,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Tendring,Rightmove Essex directory,branch_id:12734; profile:https://www.rightmove.co.uk/estate-agents/agent/Lamb-and-Co/Tendring-12734.html; sales:Yes; lettings:Yes; phones:01255 422240,,12734,https://www.rightmove.co.uk/estate-agents/agent/Lamb-and-Co/Tendring-12734.html,4593
Lambert Smith Hampton,,"Greenwood House, , 
91-99 New London Road,, 
CM2 0PP, 
,",CM2 0PP,01245 945825,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:182234; profile:https://www.rightmove.co.uk/estate-agents/agent/Lambert-Smith-Hampton/Chelmsford-182234.html; sales:Yes; lettings:Yes; phones:01245 945825; 01245 945828,,182234,https://www.rightmove.co.uk/estate-agents/agent/Lambert-Smith-Hampton/Chelmsford-182234.html,29215
Lawlors Property Services,,"120 , 
High Road, 
Loughton, 
IG10 4HJ",IG10 4HJ,020 3834 8106,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Loughton Lettings,Rightmove Essex directory,branch_id:45765; profile:https://www.rightmove.co.uk/estate-agents/agent/Lawlors-Property-Services/Loughton-Lettings-45765.html; sales:No; lettings:Yes; phones:020 3834 8106,,45765,https://www.rightmove.co.uk/estate-agents/agent/Lawlors-Property-Services/Loughton-Lettings-45765.html,41171
Lawlors Property Services,,"120 , 
High Road, 
Loughton, 
IG10 4HJ",IG10 4HJ,020 3873 8317,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Loughton Sales,Rightmove Essex directory,branch_id:5401; profile:https://www.rightmove.co.uk/estate-agents/agent/Lawlors-Property-Services/Loughton-Sales-5401.html; sales:Yes; lettings:No; phones:020 3873 8317,,5401,https://www.rightmove.co.uk/estate-agents/agent/Lawlors-Property-Services/Loughton-Sales-5401.html,41171
Leadenhall Estates,,"Colchester,",,020 7101 2742,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Colchester,Rightmove Essex directory,branch_id:257246; profile:https://www.rightmove.co.uk/estate-agents/agent/Leadenhall-Estates/Colchester-257246.html; sales:Yes; lettings:No; phones:020 7101 2742,,257246,https://www.rightmove.co.uk/estate-agents/agent/Leadenhall-Estates/Colchester-257246.html,79610
Leaders Lettings,,"2-3 , 
Duke Street, 
Chelmsford, 
CM1 1HL",CM1 1HL,01200 874042,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Chelmsford,Rightmove Essex directory,branch_id:35385; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Chelmsford-35385.html; sales:No; lettings:Yes; phones:01200 874042,,35385,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Chelmsford-35385.html,1798
Leaders Lettings,,"75 Station Road,, 
Clacton-On-Sea,, 
CO15 1SD",CO15 1SD,01255 442072,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Clacton-On-Sea,Rightmove Essex directory,branch_id:188369; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Clacton-On-Sea-188369.html; sales:No; lettings:Yes; phones:01255 442072,,188369,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Clacton-On-Sea-188369.html,1798
Leaders Lettings,,"2-4 Headgate,, 
Colchester,, 
CO1 1NT",CO1 1NT,01206 586135,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Colchester,Rightmove Essex directory,branch_id:188741; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Colchester-188741.html; sales:No; lettings:Yes; phones:01206 586135,,188741,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Colchester-188741.html,1798
Leaders Lettings,,"19 Adams House, 
Post Office Walk,, 
The High,, 
Harlow,, 
CM20 1BD",CM20 1BD,01279 969202,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Harlow,Rightmove Essex directory,branch_id:70109; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Harlow-70109.html; sales:No; lettings:Yes; phones:01279 969202,,70109,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Harlow-70109.html,1798
Leaders Lettings,,"255-259 Victoria Avenue,, 
Southend-On-Sea,, 
SS2 6NE",SS2 6NE,01702 967912,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Southend-On-Sea,Rightmove Essex directory,branch_id:72660; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Southend-On-Sea-72660.html; sales:No; lettings:Yes; phones:01702 967912,,72660,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Southend-On-Sea-72660.html,1798
Leaders Lettings,,"53 Newland Street,, 
Witham,, 
CM8 2BD",CM8 2BD,01376 315813,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Witham,Rightmove Essex directory,branch_id:72243; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Witham-72243.html; sales:No; lettings:Yes; phones:01376 315813,,72243,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Lettings/Witham-72243.html,1798
Leaders Sales,,"75  Station Road,, 
Clacton-On-Sea,, 
CO15 1SD",CO15 1SD,01255 442205,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Clacton-On-Sea,Rightmove Essex directory,branch_id:35391; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Clacton-On-Sea-35391.html; sales:Yes; lettings:No; phones:01255 442205,,35391,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Clacton-On-Sea-35391.html,1798
Leaders Sales,,"2-4 , 
Headgate, 
Colchester, 
CO1 1NT",CO1 1NT,01206 586093,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Colchester,Rightmove Essex directory,branch_id:35388; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Colchester-35388.html; sales:Yes; lettings:No; phones:01206 586093,,35388,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Colchester-35388.html,1798
Leaders Sales,,"2 Hedingham Road,, 
Halstead,, 
CO9 2DA",CO9 2DA,01787 322229,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Halstead,Rightmove Essex directory,branch_id:7888; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Halstead-7888.html; sales:Yes; lettings:No; phones:01787 322229,,7888,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Halstead-7888.html,1798
Leaders Sales,,"18-19 Adams House, Post Office Walk, , 
The High, , 
Harlow,, 
CM20 1BD",CM20 1BD,01270 433762,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Harlow,Rightmove Essex directory,branch_id:243089; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Harlow-243089.html; sales:Yes; lettings:No; phones:01270 433762,,243089,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Harlow-243089.html,1798
Leaders Sales,,"255-259  Victoria Avenue,, 
Southend-On-Sea,, 
SS2 6NE",SS2 6NE,01702 967359,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Southend-On-Sea,Rightmove Essex directory,branch_id:14243; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Southend-On-Sea-14243.html; sales:Yes; lettings:No; phones:01702 967359,,14243,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Southend-On-Sea-14243.html,1798
Leaders Sales,,"53, 
Newland Street, 
Witham, 
CM8 2BD",CM8 2BD,01376 315806,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),Yes,Leaders,Witham,Rightmove Essex directory,branch_id:6237; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Witham-6237.html; sales:Yes; lettings:No; phones:01376 315806,,6237,https://www.rightmove.co.uk/estate-agents/agent/Leaders-Sales/Witham-6237.html,1798
Leaf Living,,"Safrano Avenue,, 
Mile End,, 
Colchester,, 
CO4 6EU",CO4 6EU,01206 487875,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chesterwell,Rightmove Essex directory,branch_id:264467; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Chesterwell-264467.html; sales:No; lettings:Yes; phones:01206 487875,,264467,https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Chesterwell-264467.html,26049
Leaf Living,,"Coggeshall, , 
Essex, , 
CO6 1ZN",CO6 1ZN,01206 355847,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Coggeshall Mill,Rightmove Essex directory,branch_id:84645; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Coggeshall-Mill-84645.html; sales:No; lettings:Yes; phones:01206 355847,,84645,https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Coggeshall-Mill-84645.html,26049
Leaf Living,,"Bluebell Avenue, , 
Off Maypole Rd, , 
Heybridge, , 
Maldon,, 
CM9 4SY,",CM9 4SY,01621 738347,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leaf Living at Westcombe Park,Rightmove Essex directory,branch_id:266825; profile:https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Leaf-Living-at-Westcombe-Park-266825.html; sales:No; lettings:Yes; phones:01621 738347,,266825,https://www.rightmove.co.uk/estate-agents/agent/Leaf-Living/Leaf-Living-at-Westcombe-Park-266825.html,26049
Lennard & Hill Residential,,"27 Lodge Lane,, 
Grays,, 
RM17 5RY",RM17 5RY,01375 377600,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Grays,Rightmove Essex directory,branch_id:16982; profile:https://www.rightmove.co.uk/estate-agents/agent/Lennard-and-Hill-Residential/Grays-16982.html; sales:Yes; lettings:No; phones:01375 377600,,16982,https://www.rightmove.co.uk/estate-agents/agent/Lennard-and-Hill-Residential/Grays-16982.html,6848
Leonard Gray Estate Agents & Solicitors,,"72 - 74 Duke Street, 
Chelmsford, 
CM1 1JY",CM1 1JY,01245 945601,https://leonardgray.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:5550; profile:https://www.rightmove.co.uk/estate-agents/agent/Leonard-Gray-Estate-Agents-and-Solicitors/Chelmsford-5550.html; sales:Yes; lettings:No; phones:01245 945601,,5550,https://www.rightmove.co.uk/estate-agents/agent/Leonard-Gray-Estate-Agents-and-Solicitors/Chelmsford-5550.html,1712
Lester & Lachs,,"22 Brook Parade, 
Chigwell, 
Essex, 
IG7 6PF",IG7 6PF,020 3962 1116,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chigwell,Rightmove Essex directory,branch_id:266024; profile:https://www.rightmove.co.uk/estate-agents/agent/Lester-and-Lachs/Chigwell-266024.html; sales:Yes; lettings:Yes; phones:020 3962 1116; 020 3985 9021,,266024,https://www.rightmove.co.uk/estate-agents/agent/Lester-and-Lachs/Chigwell-266024.html,83225
Liberty Lettings,,"199 High Road,, 
Benfleet,, 
SS7 5HY",SS7 5HY,01268 203295,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:65351; profile:https://www.rightmove.co.uk/estate-agents/agent/Liberty-Lettings/Essex-65351.html; sales:No; lettings:Yes; phones:01268 203295,,65351,https://www.rightmove.co.uk/estate-agents/agent/Liberty-Lettings/Essex-65351.html,27020
Lifespace,,"16 - 18  Warrior Square,, 
Southend-On-Sea,, 
SS1 2WS",SS1 2WS,01702 967471,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Southend-on-sea,Rightmove Essex directory,branch_id:56222; profile:https://www.rightmove.co.uk/estate-agents/agent/Lifespace/Southend-on-sea-56222.html; sales:No; lettings:Yes; phones:01702 967471,,56222,https://www.rightmove.co.uk/estate-agents/agent/Lifespace/Southend-on-sea-56222.html,21986
Lloyds Estate Agents,,"356 High Road,, 
Woodford Green,, 
IG8 0XQ",IG8 0XQ,020 3909 4206,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Woodford Green,Rightmove Essex directory,branch_id:188099; profile:https://www.rightmove.co.uk/estate-agents/agent/Lloyds-Estate-Agents/Woodford-Green-188099.html; sales:Yes; lettings:Yes; phones:020 3840 3798; 020 3909 4206,,188099,https://www.rightmove.co.uk/estate-agents/agent/Lloyds-Estate-Agents/Woodford-Green-188099.html,6278
London & Essex Estates,,"96 Belgrave Road,, 
Ilford,, 
IG1 3AL",IG1 3AL,020 3835 3659,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Ilford,Rightmove Essex directory,branch_id:38105; profile:https://www.rightmove.co.uk/estate-agents/agent/London-and-Essex-Estates/Ilford-38105.html; sales:No; lettings:Yes; phones:020 3835 3659,,38105,https://www.rightmove.co.uk/estate-agents/agent/London-and-Essex-Estates/Ilford-38105.html,14978
Lord Rayleigh Farms Ltd,,"Terling Place Terling,, 
CM3 2QW",CM3 2QW,01245 945670,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chelmsford,Rightmove Essex directory,branch_id:85274; profile:https://www.rightmove.co.uk/estate-agents/agent/Lord-Rayleigh-Farms-Ltd/Chelmsford-85274.html; sales:No; lettings:Yes; phones:01245 945670,,85274,https://www.rightmove.co.uk/estate-agents/agent/Lord-Rayleigh-Farms-Ltd/Chelmsford-85274.html,33287
Lucas Estate Agents,,"16 Victoria Place,, 
Brightlingsea,, 
CO7 0BX",CO7 0BX,01206 586083,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Brightlingsea,Rightmove Essex directory,branch_id:44492; profile:https://www.rightmove.co.uk/estate-agents/agent/Lucas-Estate-Agents/Brightlingsea-44492.html; sales:Yes; lettings:Yes; phones:01206 586083; 01206 586111,,44492,https://www.rightmove.co.uk/estate-agents/agent/Lucas-Estate-Agents/Brightlingsea-44492.html,17615
Lux Homes,,"117 High Street,, 
Hornchurch,, 
RM11 1TX",RM11 1TX,01708 983444,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London & Essex,Rightmove Essex directory,branch_id:166871; profile:https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes/London-and-Essex-166871.html; sales:Yes; lettings:Yes; phones:01708 983444,,166871,https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes/London-and-Essex-166871.html,52595
Lux Homes Brentwood,,"1 Ongar Road,, 
Brentwood,, 
CM15 9AU",CM15 9AU,01277 288822,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Brentwood,Rightmove Essex directory,branch_id:264731; profile:https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes-Brentwood/Brentwood-264731.html; sales:Yes; lettings:No; phones:01277 288822,,264731,https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes-Brentwood/Brentwood-264731.html,82619
Lux Homes Gidea Park,,"168B Balgores Lane,, 
Gidea Park,, 
Romford,, 
RM2 6BS",RM2 6BS,01708 596278,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Gidea Park,Rightmove Essex directory,branch_id:301877; profile:https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes-Gidea-Park/Gidea-Park-301877.html; sales:Yes; lettings:No; phones:01708 596278,,301877,https://www.rightmove.co.uk/estate-agents/agent/Lux-Homes-Gidea-Park/Gidea-Park-301877.html,99785
M & P Estates,,"111 Daiglen Drive,, 
South Ockendon,, 
Essex,, 
RM15 5EH",RM15 5EH,01269 503911,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,South Ockendon,Rightmove Essex directory,branch_id:8993; profile:https://www.rightmove.co.uk/estate-agents/agent/M-and-P-Estates/South-Ockendon-8993.html; sales:Yes; lettings:Yes; phones:01269 503911; 01269 503923,,8993,https://www.rightmove.co.uk/estate-agents/agent/M-and-P-Estates/South-Ockendon-8993.html,3009
MJ & SC Collins,,"Kingstons Farm Office Down Hall Road,, 
Matching Green,, 
CM17 0RB",CM17 0RB,01268 261779,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:286337; profile:https://www.rightmove.co.uk/estate-agents/agent/MJ-and-SC-Collins/Essex-286337.html; sales:Yes; lettings:Yes; phones:01268 261779; 01268 437331,,286337,https://www.rightmove.co.uk/estate-agents/agent/MJ-and-SC-Collins/Essex-286337.html,92558
MJM Estates,,"14 South Street,, 
Manningtree,, 
CO11 1BB",CO11 1BB,01206 394334,https://mjmestates.co.uk,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Manningtree,Rightmove Essex directory,branch_id:10870; profile:https://www.rightmove.co.uk/estate-agents/agent/MJM-Estates/Manningtree-10870.html; sales:No; lettings:Yes; phones:01206 394334; emails:info@mjmestates.co.uk,info@mjmestates.co.uk,10870,https://www.rightmove.co.uk/estate-agents/agent/MJM-Estates/Manningtree-10870.html,3867
MJM Property Consultants,,"Suite G5 The Business Centre,, 
Temple Wood Estate,, 
Sock Road,, 
Chelmsford,, 
Essex,, 
CM2 8LP,",CM2 8LP,01277 674740,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:293924; profile:https://www.rightmove.co.uk/estate-agents/agent/MJM-Property-Consultants/Essex-293924.html; sales:Yes; lettings:Yes; phones:01277 674740; 01277 674941,,293924,https://www.rightmove.co.uk/estate-agents/agent/MJM-Property-Consultants/Essex-293924.html,96218
MOVE online,,Leigh-On-Sea,,01702 716500,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Leigh-On-Sea,Rightmove Essex directory,branch_id:154409; profile:https://www.rightmove.co.uk/estate-agents/agent/MOVE-online/Leigh-On-Sea-154409.html; sales:Yes; lettings:Yes; phones:01702 716500,,154409,https://www.rightmove.co.uk/estate-agents/agent/MOVE-online/Leigh-On-Sea-154409.html,2432
MS Estates (GA PRINCIPLE BRANCH),,"525 Gale Street,, 
Dagenham,, 
RM9 4TP",RM9 4TP,020 3840 3947,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:83081; profile:https://www.rightmove.co.uk/estate-agents/agent/MS-Estates-GA-PRINCIPLE-BRANCH/Essex-83081.html; sales:Yes; lettings:Yes; phones:020 3840 3947; 020 3840 3990,,83081,https://www.rightmove.co.uk/estate-agents/agent/MS-Estates-GA-PRINCIPLE-BRANCH/Essex-83081.html,32729
Madison Fox,,"21 Brook Parade,, 
High Road,, 
Chigwell,, 
IG7 6PF",IG7 6PF,020 3840 3992,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Chigwell,Rightmove Essex directory,branch_id:214145; profile:https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Chigwell-214145.html; sales:Yes; lettings:Yes; phones:020 3840 3992; 020 3910 6623,,214145,https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Chigwell-214145.html,31987
Madison Fox,,"94 , 
High Road, 
Loughton, 
IG10 4HT",IG10 4HT,020 3834 7930,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Loughton,Rightmove Essex directory,branch_id:89470; profile:https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Loughton-89470.html; sales:Yes; lettings:Yes; phones:020 3834 7930; 020 3840 3962,,89470,https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Loughton-89470.html,31987
Madison Fox,,"457 High Road,, 
Woodford Green,, 
IG8 0XE",IG8 0XE,020 8106 5748,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Woodford Green,Rightmove Essex directory,branch_id:266474; profile:https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Woodford-Green-266474.html; sales:Yes; lettings:Yes; phones:020 8106 5748; 020 8530 6644,,266474,https://www.rightmove.co.uk/estate-agents/agent/Madison-Fox/Woodford-Green-266474.html,31987
Magben,,"21 Upminster Road South,, 
Rainham,, 
RM13 9YS",RM13 9YS,01708 596188,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Rainham,Rightmove Essex directory,branch_id:278465; profile:https://www.rightmove.co.uk/estate-agents/agent/Magben/Rainham-278465.html; sales:Yes; lettings:No; phones:01708 596188,,278465,https://www.rightmove.co.uk/estate-agents/agent/Magben/Rainham-278465.html,88916
Maldon Lettings Ltd,,"11 High Street,, 
Maldon,, 
CM9 5PB",CM9 5PB,01621 731613,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Maldon,Rightmove Essex directory,branch_id:57104; profile:https://www.rightmove.co.uk/estate-agents/agent/Maldon-Lettings-Ltd/Maldon-57104.html; sales:No; lettings:Yes; phones:01621 731613,,57104,https://www.rightmove.co.uk/estate-agents/agent/Maldon-Lettings-Ltd/Maldon-57104.html,22370
Manor Estate Agent,,", 
137, 
Beehive Lane, 
Ilford, 
IG4 5DR",IG4 5DR,020 4572 6686,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,London,Rightmove Essex directory,branch_id:292346; profile:https://www.rightmove.co.uk/estate-agents/agent/Manor-Estate-Agent/London-292346.html; sales:Yes; lettings:Yes; phones:020 3866 4950; 020 4572 6686,,292346,https://www.rightmove.co.uk/estate-agents/agent/Manor-Estate-Agent/London-292346.html,28518
Mark Bowyer Estate Agents,,"17 Corbets Tey Road,, 
Upminster,, 
RM14 2AP",RM14 2AP,01708 204985,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Upminster,Rightmove Essex directory,branch_id:11172; profile:https://www.rightmove.co.uk/estate-agents/agent/Mark-Bowyer-Estate-Agents/Upminster-11172.html; sales:Yes; lettings:No; phones:01708 204985,,11172,https://www.rightmove.co.uk/estate-agents/agent/Mark-Bowyer-Estate-Agents/Upminster-11172.html,4039
Mark Liell Property Consultants,,"Council Offices, 
London Road, 
Saffron Walden, 
CB11 4ER",CB11 4ER,01799 610932,,68310,active,,,,0,,,,Unknown CRM - manual check,Tier 3 - Unknown CRM (qualify on call),No,,Essex,Rightmove Essex directory,branch_id:181475; profile:https://www.rightmove.co.uk/estate-agents/agent/Mark-Liell-Property-Consultants/Essex-181475.html; sales:Yes; lettings:Yes; phones:01799 610932; 01799 610937,,181475,https://www.rightmove.co.uk/estate-agents/agent/Mark-Liell-Property-Consultants/Essex-181475.html,55862
